match,id,P11806,name,autoq,wikidata_company_name,desc,total_score,name_match_subscore,common_media_subscore,tmdb_media_count,wikidata_media_count,common_media_count
PROBABLY,44839,44839,Friday Film House,Q22080360,Friday Film House,"total_score:1, name_match_subscore:1, common_media_subscore:1",1,1,1,16,3,3
PROBABLY,19262,19262,Renegade Films,Q89197376,Renegade Films,"total_score:1, name_match_subscore:1, common_media_subscore:1",1,1,1,4,1,1
PROBABLY,11442,11442,Silverbell Films,Q24984980,Silverbell Films,"total_score:1, name_match_subscore:1, common_media_subscore:1",1,1,1,1,1,1
PROBABLY,11448,11448,Exclusive Media,Q17089396,Exclusive Media,"total_score:1, name_match_subscore:1, common_media_subscore:1",1,1,1,19,2,2
PROBABLY,44838,44838,Edge West Productions,Q5337686,Edge West Productions,"total_score:1, name_match_subscore:1, common_media_subscore:1",1,1,1,5,1,1
PROBABLY,44821,44821,Orsans Productions,Q89037335,Orsans Production,"total_score:1, name_match_subscore:1, common_media_subscore:1",1,1,1,3,2,2
PROBABLY,44795,44795,Cowlip Productions,Q5179769,Cowlip Productions,"total_score:1, name_match_subscore:1, common_media_subscore:1",1,1,1,2,1,1
PROBABLY,155416,155416,hololive production,Q69583635,Hololive Production,"total_score:1, name_match_subscore:1, common_media_subscore:1",1,1,1,19,1,1
PROBABLY,117641,117641,Karikku,Q63981700,Karikku,"total_score:1, name_match_subscore:1, common_media_subscore:1",1,1,1,5,1,1
PROBABLY,44783,44783,Smart Entertainment,Q24849470,Smart Entertainment,"total_score:1, name_match_subscore:1, common_media_subscore:1",1,1,1,6,1,1
PROBABLY,63187,63187,Junglee Pictures,Q60741007,Junglee Pictures,"total_score:1, name_match_subscore:1, common_media_subscore:1",1,1,1,11,1,1
PROBABLY,6196,6196,Carnival Films,Q2939795,Carnival Films,"total_score:1, name_match_subscore:1, common_media_subscore:1",1,1,1,34,9,9
PROBABLY,6184,6184,Tribune Entertainment,Q7840490,Tribune Entertainment,"total_score:1, name_match_subscore:1, common_media_subscore:1",1,1,1,21,2,2
PROBABLY,53613,53613,Lal Creations,Q17592716,Lal Creations,"total_score:1, name_match_subscore:1, common_media_subscore:1",1,1,1,10,2,2
PROBABLY,71738,71738,Spin Master,Q7577375,Spin Master,"total_score:1, name_match_subscore:1, common_media_subscore:1",1,1,1,16,3,3
PROBABLY,1472,1472,Delux Productions,Q13102309,Delux Productions,"total_score:1, name_match_subscore:1, common_media_subscore:1",1,1,1,26,2,2
PROBABLY,1473,1473,Depth of Field,Q18219680,Depth of Field,"total_score:1, name_match_subscore:1, common_media_subscore:1",1,1,1,23,3,3
PROBABLY,44742,44742,Vijay Sethupathi Productions,Q18712613,Vijay Sethupathi Productions,"total_score:1, name_match_subscore:1, common_media_subscore:1",1,1,1,8,2,2
PROBABLY,24593,24593,The Show People,Q24904792,The Show People,"total_score:1, name_match_subscore:1, common_media_subscore:1",1,1,1,7,1,1
PROBABLY,125869,125869,FailSafe Films,Q93101245,Failsafe Films,"total_score:1, name_match_subscore:1, common_media_subscore:1",1,1,1,2,1,1
PROBABLY,53667,53667,Trust Film Svenska,Q78475820,Trust Film Svenska,"total_score:1, name_match_subscore:1, common_media_subscore:1",1,1,1,2,1,1
PROBABLY,1490,1490,Kintop Pictures,Q78787466,Kintop Pictures,"total_score:1, name_match_subscore:1, common_media_subscore:1",1,1,1,14,1,1
PROBABLY,44658,44658,Nerd Corps Entertainment,Q6995971,Nerd Corps Entertainment,"total_score:1, name_match_subscore:1, common_media_subscore:1",1,1,1,14,3,3
PROBABLY,23636,23636,Mostow/Lieberman Productions,Q25266072,Mostow/Lieberman Productions,"total_score:1, name_match_subscore:1, common_media_subscore:1",1,1,1,2,1,1
PROBABLY,6163,6163,Exitfilm,Q5420432,Exitfilm,"total_score:1, name_match_subscore:1, common_media_subscore:1",1,1,1,32,3,3
PROBABLY,83678,83678,iWill Media,Q48798432,IWill Media,"total_score:1, name_match_subscore:1, common_media_subscore:1",1,1,1,17,2,2
PROBABLY,71921,71921,Rentrak Japan,Q11349996,Rentrak Japan,"total_score:1, name_match_subscore:1, common_media_subscore:1",1,1,1,7,1,1
PROBABLY,1512,1512,John Wells Productions,Q17343499,John Wells Productions,"total_score:1, name_match_subscore:1, common_media_subscore:1",1,1,1,18,1,1
PROBABLY,63059,63059,Marni Films,Q116624732,Marni Films,"total_score:1, name_match_subscore:1, common_media_subscore:1",1,1,1,32,1,1
PROBABLY,6155,6155,Faama Film,Q12362539,Faama Film,"total_score:1, name_match_subscore:1, common_media_subscore:1",1,1,1,7,1,1
PROBABLY,6153,6153,F-Seitse,Q25516989,F-Seitse,"total_score:1, name_match_subscore:1, common_media_subscore:1",1,1,1,8,2,2
PROBABLY,171601,171601,Animation Collective,Q4765084,Animation Collective,"total_score:1, name_match_subscore:1, common_media_subscore:1",1,1,1,2,2,2
PROBABLY,120816,120816,Ezo'la,Q65069491,Ezo'la,"total_score:1, name_match_subscore:1, common_media_subscore:1",1,1,1,3,2,2
PROBABLY,120818,120818,Studio Blanc.,Q28691453,Studio Blanc,"total_score:1, name_match_subscore:1, common_media_subscore:1",1,1,1,7,2,2
PROBABLY,1522,1522,Neal Street Productions,Q6984198,Neal Street Productions,"total_score:1, name_match_subscore:1, common_media_subscore:1",1,1,1,19,4,4
PROBABLY,23619,23619,Sharp Entertainment,Q7490307,Sharp Entertainment,"total_score:1, name_match_subscore:1, common_media_subscore:1",1,1,1,24,1,1
PROBABLY,71960,71960,Our Stories Films,Q7111190,Our Stories Films,"total_score:1, name_match_subscore:1, common_media_subscore:1",1,1,1,1,2,1
PROBABLY,1531,1531,Smart Egg Pictures,Q64960823,Smart Egg Pictures,"total_score:1, name_match_subscore:1, common_media_subscore:1",1,1,1,27,1,1
PROBABLY,11524,11524,Rotana Studios,Q12215454,Rotana Studios,"total_score:1, name_match_subscore:1, common_media_subscore:1",1,1,1,2,18,2
PROBABLY,6144,6144,Homeless Bob Production,Q31273175,Homeless Bob Production,"total_score:1, name_match_subscore:1, common_media_subscore:1",1,1,1,14,2,2
PROBABLY,1534,1534,Albachiara,Q104818569,Albachiara,"total_score:1, name_match_subscore:1, common_media_subscore:1",1,1,1,6,2,2
PROBABLY,72036,72036,Kinografen,Q93246984,Kinografen,"total_score:1, name_match_subscore:1, common_media_subscore:1",1,1,1,7,1,1
PROBABLY,62975,62975,Benetone Hillin Entertainment,Q16840264,Benetone Hillin Entertainment,"total_score:1, name_match_subscore:1, common_media_subscore:1",1,1,1,2,1,1
PROBABLY,6131,6131,SKM,Q346244,SKM,"total_score:1, name_match_subscore:1, common_media_subscore:1",1,1,1,1,1,1
PROBABLY,11533,11533,Valhalla Motion Pictures,Q23728343,Valhalla Motion Pictures,"total_score:1, name_match_subscore:1, common_media_subscore:1",1,1,1,14,2,2
PROBABLY,83644,83644,Sneaky Shark,Q106255029,Sneaky Shark,"total_score:1, name_match_subscore:1, common_media_subscore:1",1,1,1,1,1,1
PROBABLY,11565,11565,The Safran Company,Q17295785,The Safran Company,"total_score:1, name_match_subscore:1, common_media_subscore:1",1,1,1,39,15,15
PROBABLY,44570,44570,Bellwether Pictures,Q16246881,Bellwether Pictures,"total_score:1, name_match_subscore:1, common_media_subscore:1",1,1,1,2,2,2
PROBABLY,72146,72146,Emmay Entertainment,Q28153773,Emmay Entertainment,"total_score:1, name_match_subscore:1, common_media_subscore:1",1,1,1,21,8,8
PROBABLY,1553,1553,Selznick International Pictures,Q540122,Selznick International Pictures,"total_score:1, name_match_subscore:1, common_media_subscore:1",1,1,1,16,11,11
PROBABLY,1554,1554,Transatlantic Pictures,Q1265201,Transatlantic Pictures,"total_score:1, name_match_subscore:1, common_media_subscore:1",1,1,1,2,3,2
PROBABLY,11574,11574,MISR International Films,Q12071690,Misr International Films,"total_score:1, name_match_subscore:1, common_media_subscore:1",1,1,1,27,3,3
PROBABLY,53808,53808,The Lonely Island,Q863573,The Lonely Island,"total_score:1, name_match_subscore:1, common_media_subscore:1",1,1,1,9,1,1
PROBABLY,53823,53823,Spaghetti Film,Q108211536,Spaghetti Film,"total_score:1, name_match_subscore:1, common_media_subscore:1",1,1,1,1,1,1
PROBABLY,6045,6045,Richard Williams Productions,Q60662321,Richard Williams Productions,"total_score:1, name_match_subscore:1, common_media_subscore:1",1,1,1,4,1,1
PROBABLY,11610,11610,Absurda,Q4669986,Absurda,"total_score:1, name_match_subscore:1, common_media_subscore:1",1,1,1,8,1,1
PROBABLY,95336,95336,DeNA,Q11320256,DeNA,"total_score:1, name_match_subscore:1, common_media_subscore:1",1,1,1,6,1,1
PROBABLY,1570,1570,Dreamz Unlimited,Q5306817,Dreamz Unlimited,"total_score:1, name_match_subscore:1, common_media_subscore:1",1,1,1,2,1,1
PROBABLY,21249,21249,Kemal Film,Q6103534,Kemal Film,"total_score:1, name_match_subscore:1, common_media_subscore:1",1,1,1,68,3,3
PROBABLY,6024,6024,Varsity Pictures,Q7916154,Varsity Pictures,"total_score:1, name_match_subscore:1, common_media_subscore:1",1,1,1,9,5,5
PROBABLY,95385,95385,Fourcolours Films,Q12483085,Fourcolours Films,"total_score:1, name_match_subscore:1, common_media_subscore:1",1,1,1,27,4,4
PROBABLY,44492,44492,Global Station,Q107819981,Global Station,"total_score:1, name_match_subscore:1, common_media_subscore:1",1,1,1,3,1,1
PROBABLY,95454,95454,Ciné Manufacture,Q89875441,Ciné Manufacture,"total_score:1, name_match_subscore:1, common_media_subscore:1",1,1,1,11,1,1
PROBABLY,27904,27904,Uplink,Q404252,Uplink,"total_score:1, name_match_subscore:1, common_media_subscore:1",1,1,1,7,1,1
PROBABLY,1594,1594,Pantera Film,Q78157176,Pantera Film,"total_score:1, name_match_subscore:1, common_media_subscore:1",1,1,1,15,1,1
PROBABLY,11687,11687,Le Fresnoy,Q3222963,Le Fresnoy,"total_score:1, name_match_subscore:1, common_media_subscore:1",1,1,1,129,1,1
PROBABLY,83481,83481,Zepter International,Q108168995,Zepter International,"total_score:1, name_match_subscore:1, common_media_subscore:1",1,1,1,3,1,1
PROBABLY,1600,1600,Craven-Maddalena Films,Q5182716,Craven-Maddalena Films,"total_score:1, name_match_subscore:1, common_media_subscore:1",1,1,1,8,1,1
PROBABLY,125523,125523,Studio KAI,Q104636940,Studio Kai,"total_score:1, name_match_subscore:1, common_media_subscore:1",1,1,1,9,4,4
PROBABLY,1608,1608,Wayans Bros. Entertainment,Q63882183,Wayans Bros. Entertainment,"total_score:1, name_match_subscore:1, common_media_subscore:1",1,1,1,9,2,2
PROBABLY,19144,19144,Rising Sun Films,Q16976821,Rising Sun Films,"total_score:1, name_match_subscore:1, common_media_subscore:1",1,1,1,10,3,3
PROBABLY,5940,5940,Avala Film,Q2873244,Avala Film,"total_score:1, name_match_subscore:1, common_media_subscore:1",1,1,1,238,19,19
PROBABLY,53991,53991,Cris Morena Group,Q1140147,Cris Morena Group,"total_score:1, name_match_subscore:1, common_media_subscore:1",1,1,1,10,4,4
PROBABLY,44438,44438,Viking Film,Q47088763,Viking Film,"total_score:1, name_match_subscore:1, common_media_subscore:1",1,1,1,24,1,1
PROBABLY,72308,72308,The Baby Einstein Company,Q637164,The Baby Einstein Company,"total_score:1, name_match_subscore:1, common_media_subscore:1",1,1,1,4,2,2
PROBABLY,1618,1618,Komplizen Film,Q56474046,Komplizen Film,"total_score:1, name_match_subscore:1, common_media_subscore:1",1,1,1,44,4,4
PROBABLY,1620,1620,Nuyorican Productions,Q7070690,Nuyorican Productions,"total_score:1, name_match_subscore:1, common_media_subscore:1",1,1,1,18,5,5
PROBABLY,30824,30824,Rossofuoco,Q107640447,Rossofuoco,"total_score:1, name_match_subscore:1, common_media_subscore:1",1,1,1,10,1,1
PROBABLY,11752,11752,Number 9 Films,Q24298819,Number 9 Films,"total_score:1, name_match_subscore:1, common_media_subscore:1",1,1,1,19,4,4
PROBABLY,11770,11770,Liberty Films,Q1535748,Liberty Films,"total_score:1, name_match_subscore:1, common_media_subscore:1",1,1,1,2,4,2
PROBABLY,11779,11779,Page 114,Q27962009,Page 114,"total_score:1, name_match_subscore:1, common_media_subscore:1",1,1,1,11,1,1
PROBABLY,11785,11785,Alcove Entertainment,Q4713372,Alcove Entertainment,"total_score:1, name_match_subscore:1, common_media_subscore:1",1,1,1,8,2,2
PROBABLY,111158,111158,Current Time TV,Q55663942,Current Time TV,"total_score:1, name_match_subscore:1, common_media_subscore:1",1,1,1,23,1,1
PROBABLY,54030,54030,Academy Films,Q28401266,Academy Films,"total_score:1, name_match_subscore:1, common_media_subscore:1",1,1,1,8,2,2
PROBABLY,154532,154532,Super Moon Pictures,Q116677204,Super Moon Pictures,"total_score:1, name_match_subscore:1, common_media_subscore:1",1,1,1,9,1,1
PROBABLY,125456,125456,AC/E,Q5656204,AC/E,"total_score:1, name_match_subscore:1, common_media_subscore:1",1,1,1,2,1,1
PROBABLY,5869,5869,Les Productions Lazennec,Q77978638,Les Productions Lazennec,"total_score:1, name_match_subscore:1, common_media_subscore:1",1,1,1,20,3,3
PROBABLY,95610,95610,Kino-Eye Films,Q105046172,Kino-Eye Films,"total_score:1, name_match_subscore:1, common_media_subscore:1",1,1,1,10,3,3
PROBABLY,11834,11834,Electric Shepherd Productions,Q5357493,Electric Shepherd Productions,"total_score:1, name_match_subscore:1, common_media_subscore:1",1,1,1,3,1,1
PROBABLY,172456,172456,Adams Packer Film Productions,Q4680387,Adams Packer Film Productions,"total_score:1, name_match_subscore:1, common_media_subscore:1",1,1,1,1,1,1
PROBABLY,11835,11835,Y NOT Studios,Q8046161,Y NOT Studios,"total_score:1, name_match_subscore:1, common_media_subscore:1",1,1,1,17,9,9
PROBABLY,5845,5845,Royal Shakespeare Company,Q1146254,Royal Shakespeare Company,"total_score:1, name_match_subscore:1, common_media_subscore:1",1,1,1,22,1,1
PROBABLY,54087,54087,Creandus Films,Q28869972,Creandus Films,"total_score:1, name_match_subscore:1, common_media_subscore:1",1,1,1,1,1,1
PROBABLY,19117,19117,Katapult Film,Q112221779,Katapult Film,"total_score:1, name_match_subscore:1, common_media_subscore:1",1,1,1,12,1,1
PROBABLY,62693,62693,RVK Studios,Q19605713,RVK Studios,"total_score:1, name_match_subscore:1, common_media_subscore:1",1,1,1,9,3,3
PROBABLY,54088,54088,Nordsjøfilm,Q22247592,Nordsjøfilm,"total_score:1, name_match_subscore:1, common_media_subscore:1",1,1,1,3,1,1
PROBABLY,5830,5830,Cheetah Vision,Q5089463,Cheetah Vision,"total_score:1, name_match_subscore:1, common_media_subscore:1",1,1,1,8,4,4
PROBABLY,11842,11842,Company Pictures,Q2793505,Company Pictures,"total_score:1, name_match_subscore:1, common_media_subscore:1",1,1,1,59,5,5
PROBABLY,11851,11851,Anima Vitae,Q11851432,Anima Vitae,"total_score:1, name_match_subscore:1, common_media_subscore:1",1,1,1,5,2,2
PROBABLY,83210,83210,Freckle Films,Q85761993,Freckle Films,"total_score:1, name_match_subscore:1, common_media_subscore:1",1,1,1,8,2,2
PROBABLY,30925,30925,Grupo Chaski,Q71089253,Grupo Chaski,"total_score:1, name_match_subscore:1, common_media_subscore:1",1,1,1,8,2,2
PROBABLY,11868,11868,Vendhar Movies,Q18395294,Vendhar Movies,"total_score:1, name_match_subscore:1, common_media_subscore:1",1,1,1,8,2,2
PROBABLY,83177,83177,De Wereldvrede,Q109450239,De Wereldvrede,"total_score:1, name_match_subscore:1, common_media_subscore:1",1,1,1,10,1,1
PROBABLY,95724,95724,Oats Studios,Q33105357,Oats Studios,"total_score:1, name_match_subscore:1, common_media_subscore:1",1,1,1,18,3,3
PROBABLY,125444,125444,Victory Contents,Q96413980,Victory Contents,"total_score:1, name_match_subscore:1, common_media_subscore:1",1,1,1,32,3,3
PROBABLY,125443,125443,Children's Playground Entertainment,Q109596599,Children's Playground Entertainment,"total_score:1, name_match_subscore:1, common_media_subscore:1",1,1,1,3,2,2
PROBABLY,5764,5764,Fisher-Price,Q1420671,Fisher-Price,"total_score:1, name_match_subscore:1, common_media_subscore:1",1,1,1,6,1,1
PROBABLY,82996,82996,Bad Wolf,Q85744869,Bad Wolf,"total_score:1, name_match_subscore:1, common_media_subscore:1",1,1,1,6,2,2
PROBABLY,172856,172856,Tuğra Film,Q56242630,Tuğra Film,"total_score:1, name_match_subscore:1, common_media_subscore:1",1,1,1,1,1,1
PROBABLY,172950,172950,studio MOTHER,Q107412124,Studio Mother,"total_score:1, name_match_subscore:1, common_media_subscore:1",1,1,1,2,1,1
PROBABLY,1714,1714,Les Films Concordia,Q19544983,Les Films Concordia,"total_score:1, name_match_subscore:1, common_media_subscore:1",1,1,1,27,1,1
PROBABLY,62546,62546,2.4.7. Films,Q80469884,2.4.7. Films,"total_score:1, name_match_subscore:1, common_media_subscore:1",1,1,1,18,1,1
PROBABLY,5751,5751,GENCO,Q950479,Genco,"total_score:1, name_match_subscore:1, common_media_subscore:1",1,1,1,43,2,2
PROBABLY,82968,82968,LuckyChap Entertainment,Q84266729,LuckyChap Entertainment,"total_score:1, name_match_subscore:1, common_media_subscore:1",1,1,1,31,5,5
PROBABLY,54307,54307,Mars Media Entertainment,Q108761261,Mars Media Entertainment,"total_score:1, name_match_subscore:1, common_media_subscore:1",1,1,1,61,1,1
PROBABLY,184889,184889,Gold Film,Q19611340,Gold Film,"total_score:1, name_match_subscore:1, common_media_subscore:1",1,1,1,1,6,1
PROBABLY,1731,1731,Companhia Cinematográfica Vera Cruz,Q9829740,Companhia Cinematográfica Vera Cruz,"total_score:1, name_match_subscore:1, common_media_subscore:1",1,1,1,37,1,1
PROBABLY,5740,5740,Metromedia Producers Corporation,Q20827684,Metromedia Producers Corporation,"total_score:1, name_match_subscore:1, common_media_subscore:1",1,1,1,24,1,1
PROBABLY,1740,1740,Les Films Copernic,Q30740712,Les Films Copernic,"total_score:1, name_match_subscore:1, common_media_subscore:1",1,1,1,25,1,1
PROBABLY,173029,173029,Studio Zero,Q3501023,Studio Zero,"total_score:1, name_match_subscore:1, common_media_subscore:1",1,1,1,7,1,1
PROBABLY,95810,95810,Antelope,Q100598260,Antelope,"total_score:1, name_match_subscore:1, common_media_subscore:1",1,1,1,7,1,1
PROBABLY,19089,19089,Playground Entertainment,Q22079468,Playground Entertainment,"total_score:1, name_match_subscore:1, common_media_subscore:1",1,1,1,15,1,1
PROBABLY,54322,54322,The Muppets Studio,Q3327964,The Muppets Studio,"total_score:1, name_match_subscore:1, common_media_subscore:1",1,1,1,21,4,4
PROBABLY,1755,1755,Allied Filmmakers,Q4732569,Allied Filmmakers,"total_score:1, name_match_subscore:1, common_media_subscore:1",1,1,1,14,10,10
PROBABLY,1756,1756,Broadway Video,Q4972541,Broadway Video,"total_score:1, name_match_subscore:1, common_media_subscore:1",1,1,1,61,12,12
PROBABLY,1757,1757,Mad Chance,Q3275123,Mad Chance,"total_score:1, name_match_subscore:1, common_media_subscore:1",1,1,1,26,1,1
PROBABLY,1760,1760,Dorje Film,Q80453700,Dorje Film,"total_score:1, name_match_subscore:1, common_media_subscore:1",1,1,1,14,2,2
PROBABLY,27760,27760,Artis Film,Q107172595,Artis Film,"total_score:1, name_match_subscore:1, common_media_subscore:1",1,1,1,5,1,1
PROBABLY,27758,27758,Artbox,Q112265416,Artbox,"total_score:1, name_match_subscore:1, common_media_subscore:1",1,1,1,24,1,1
PROBABLY,11903,11903,Les Films du Nord,Q3232651,Les Films du Nord,"total_score:1, name_match_subscore:1, common_media_subscore:1",1,1,1,66,1,1
PROBABLY,27718,27718,DUB,Q24871770,Dub,"total_score:1, name_match_subscore:1, common_media_subscore:1",1,1,1,24,1,1
PROBABLY,95861,95861,Studio A-CAT,Q83562393,Studio A-Cat,"total_score:1, name_match_subscore:1, common_media_subscore:1",1,1,1,11,1,1
PROBABLY,54374,54374,Mingxing Film Company,Q601408,Mingxing Film Company,"total_score:1, name_match_subscore:1, common_media_subscore:1",1,1,1,16,5,5
PROBABLY,30926,30926,Skyline Entertainment,Q20871413,SkyLine Entertainment,"total_score:1, name_match_subscore:1, common_media_subscore:1",1,1,1,12,2,2
PROBABLY,23513,23513,Ombra Films,Q47733740,Ombra Films,"total_score:1, name_match_subscore:1, common_media_subscore:1",1,1,1,13,1,1
PROBABLY,1785,1785,Likely Story,Q23017119,Likely Story,"total_score:1, name_match_subscore:1, common_media_subscore:1",1,1,1,37,14,14
PROBABLY,1786,1786,Dark Castle Entertainment,Q1166160,Dark Castle Entertainment,"total_score:1, name_match_subscore:1, common_media_subscore:1",1,1,1,30,21,21
PROBABLY,1789,1789,M&M Productions,Q107549787,M&M Productions,"total_score:1, name_match_subscore:1, common_media_subscore:1",1,1,1,29,1,1
PROBABLY,184811,184811,Gladusaurus Productions,Q109121861,Gladusaurus Productions,"total_score:1, name_match_subscore:1, common_media_subscore:1",1,1,1,1,1,1
PROBABLY,1793,1793,Velvet Film,Q17093756,Velvet Film,"total_score:1, name_match_subscore:1, common_media_subscore:1",1,1,1,12,1,1
PROBABLY,1795,1795,Corona Filmproduktion,Q114244264,Corona Filmproduktion,"total_score:1, name_match_subscore:1, common_media_subscore:1",1,1,1,29,1,1
PROBABLY,12000,12000,Tapioca Films,Q78623465,Tapioca Films,"total_score:1, name_match_subscore:1, common_media_subscore:1",1,1,1,9,1,1
PROBABLY,21435,21435,Parkwood Entertainment,Q7138835,Parkwood Entertainment,"total_score:1, name_match_subscore:1, common_media_subscore:1",1,1,1,8,4,4
PROBABLY,82853,82853,Tangent Animation,Q61958329,Tangent Animation,"total_score:1, name_match_subscore:1, common_media_subscore:1",1,1,1,3,2,2
PROBABLY,21439,21439,Holleran Company,Q17335784,Holleran Company,"total_score:1, name_match_subscore:1, common_media_subscore:1",1,1,1,1,1,1
PROBABLY,95985,95985,Brilliant Films,Q116779219,Brilliant Films,"total_score:1, name_match_subscore:1, common_media_subscore:1",1,1,1,2,1,1
PROBABLY,21444,21444,MAPPA,Q11231001,MAPPA,"total_score:1, name_match_subscore:1, common_media_subscore:1",1,1,1,47,22,22
PROBABLY,82782,82782,Les Films de la Passerelle,Q78458869,Les Films de la Passerelle,"total_score:1, name_match_subscore:1, common_media_subscore:1",1,1,1,11,1,1
PROBABLY,121093,121093,Powerhouse Animation Studios,Q7236723,Powerhouse Animation Studios,"total_score:1, name_match_subscore:1, common_media_subscore:1",1,1,1,10,3,3
PROBABLY,117399,117399,University of the Arts London,Q2065666,University of the Arts London,"total_score:1, name_match_subscore:1, common_media_subscore:1",1,1,1,15,1,1
PROBABLY,95989,95989,Adam Film,Q19610389,Adam Film,"total_score:1, name_match_subscore:1, common_media_subscore:1",1,1,1,5,1,1
PROBABLY,27711,27711,Berlanti Productions,Q21116818,Berlanti Productions,"total_score:1, name_match_subscore:1, common_media_subscore:1",1,1,1,53,10,10
PROBABLY,12011,12011,Quo Vadis Cinéma,Q105731522,Quo Vadis Cinéma,"total_score:1, name_match_subscore:1, common_media_subscore:1",1,1,1,5,1,1
PROBABLY,12026,12026,Gold Circle Films,Q3109988,Gold Circle Films,"total_score:1, name_match_subscore:1, common_media_subscore:1",1,1,1,39,24,24
PROBABLY,12046,12046,Fu Works,Q18070515,Fu Works,"total_score:1, name_match_subscore:1, common_media_subscore:1",1,1,1,22,3,3
PROBABLY,82592,82592,Procidis,Q3406428,Procidis,"total_score:1, name_match_subscore:1, common_media_subscore:1",1,1,1,8,5,5
PROBABLY,72823,72823,Technical Black,Q25577221,Technical Black,"total_score:1, name_match_subscore:1, common_media_subscore:1",1,1,1,1,1,1
PROBABLY,12068,12068,Shotgun Pictures,Q108673527,Shotgun Pictures,"total_score:1, name_match_subscore:1, common_media_subscore:1",1,1,1,5,1,1
PROBABLY,96102,96102,Millennium Pictures,Q6858916,Millennium Pictures,"total_score:1, name_match_subscore:1, common_media_subscore:1",1,1,1,4,1,1
PROBABLY,82469,82469,Ways & Means,Q110513206,Ways & Means,"total_score:1, name_match_subscore:1, common_media_subscore:1",1,1,1,21,1,1
PROBABLY,137454,137454,CMO Producciones,Q67968748,CMO Producciones,"total_score:1, name_match_subscore:1, common_media_subscore:1",1,1,1,1,6,1
PROBABLY,34675,34675,Klaw & Erlanger,Q6420004,Klaw & Erlanger,"total_score:1, name_match_subscore:1, common_media_subscore:1",1,1,1,14,2,2
PROBABLY,1854,1854,Dan Films,Q78156573,Dan Films,"total_score:1, name_match_subscore:1, common_media_subscore:1",1,1,1,14,1,1
PROBABLY,137339,137339,Total Media Communication,Q11322374,Total Media Communication,"total_score:1, name_match_subscore:1, common_media_subscore:1",1,1,1,4,1,1
PROBABLY,34701,34701,Newman Street,Q15836684,Newman Street,"total_score:1, name_match_subscore:1, common_media_subscore:1",1,1,1,1,1,1
PROBABLY,34725,34725,Moho Film,Q50858003,Moho Film,"total_score:1, name_match_subscore:1, common_media_subscore:1",1,1,1,16,3,3
PROBABLY,34759,34759,Lovely Day,Q6692271,Lovely Day,"total_score:1, name_match_subscore:1, common_media_subscore:1",1,1,1,1,1,1
PROBABLY,5609,5609,3B Productions,Q97958214,3B Productions,"total_score:1, name_match_subscore:1, common_media_subscore:1",1,1,1,35,2,2
PROBABLY,12118,12118,Millstreet Films,Q94958865,Millstreet Films,"total_score:1, name_match_subscore:1, common_media_subscore:1",1,1,1,23,2,2
PROBABLY,1878,1878,Bonfire,Q107741404,Bonfire,"total_score:1, name_match_subscore:1, common_media_subscore:1",1,1,1,1,1,1
PROBABLY,1879,1879,White Mountain Films,Q25169853,White Mountain Films,"total_score:1, name_match_subscore:1, common_media_subscore:1",1,1,1,5,1,1
PROBABLY,43940,43940,42nd Street Productions,Q104825089,42nd Street Productions,"total_score:1, name_match_subscore:1, common_media_subscore:1",1,1,1,3,1,1
PROBABLY,173585,173585,Cinestone,Q20874216,Cinestone,"total_score:1, name_match_subscore:1, common_media_subscore:1",1,1,1,1,1,1
PROBABLY,34573,34573,Shark Island Productions,Q7489801,Shark Island Productions,"total_score:1, name_match_subscore:1, common_media_subscore:1",1,1,1,12,1,1
PROBABLY,43913,43913,ROSG,Q67204999,Rosg,"total_score:1, name_match_subscore:1, common_media_subscore:1",1,1,1,3,1,1
PROBABLY,34780,34780,Chi-Fou-Mi Productions,Q100772936,Chi-Fou-Mi Productions,"total_score:1, name_match_subscore:1, common_media_subscore:1",1,1,1,26,3,3
PROBABLY,125055,125055,Hyperobject Industries,Q108490234,Hyperobject Industries,"total_score:1, name_match_subscore:1, common_media_subscore:1",1,1,1,17,2,2
PROBABLY,12142,12142,XYZ Films,Q3570498,XYZ Films,"total_score:1, name_match_subscore:1, common_media_subscore:1",1,1,1,93,9,9
PROBABLY,110908,110908,Parnasse International,Q78161176,Parnasse International,"total_score:1, name_match_subscore:1, common_media_subscore:1",1,1,1,2,1,1
PROBABLY,121198,121198,Stiller Studios,Q113296580,Stiller Studios,"total_score:1, name_match_subscore:1, common_media_subscore:1",1,1,1,5,1,1
PROBABLY,107108,107108,Wattpad,Q7664857,Wattpad,"total_score:1, name_match_subscore:1, common_media_subscore:1",1,1,1,8,1,1
PROBABLY,137718,137718,Tokyo Cowboys,Q97279846,Tokyo Cowboys,"total_score:1, name_match_subscore:1, common_media_subscore:1",1,1,1,3,2,2
PROBABLY,96202,96202,Shemaroo Entertainment,Q7494074,Shemaroo Entertainment,"total_score:1, name_match_subscore:1, common_media_subscore:1",1,1,1,18,4,4
PROBABLY,34519,34519,SpectreVision,Q17096536,SpectreVision,"total_score:1, name_match_subscore:1, common_media_subscore:1",1,1,1,16,3,3
PROBABLY,106754,106754,Hammerstone Studios,Q115726136,Hammerstone Studios,"total_score:1, name_match_subscore:1, common_media_subscore:1",1,1,1,11,1,1
PROBABLY,106544,106544,AGBO,Q86755103,AGBO,"total_score:1, name_match_subscore:1, common_media_subscore:1",1,1,1,29,6,6
