match,id,P11806,name,autoq,wikidata_company_name,desc,total_score,name_match_subscore,common_media_subscore,tmdb_media_count,wikidata_media_count,common_media_count
PROBABLY,48856,48856,343 Industries,Q24228,343 Industries,"total_score:1, name_match_subscore:1, common_media_subscore:1",1,1,1,7,2,2
PROBABLY,29319,29319,Shed Productions,Q7492287,Shed Productions,"total_score:1, name_match_subscore:1, common_media_subscore:1",1,1,1,9,1,1
PROBABLY,48913,48913,Teatri Uniti,Q3981864,Teatri Uniti,"total_score:1, name_match_subscore:1, common_media_subscore:1",1,1,1,8,1,1
PROBABLY,89293,89293,Creators in Pack,Q24870731,Creators in Pack,"total_score:1, name_match_subscore:1, common_media_subscore:1",1,1,1,13,1,1
PROBABLY,119141,119141,Handmade films in Norwegian Woods,Q107637845,Handmade Films in Norwegian Woods,"total_score:1, name_match_subscore:1, common_media_subscore:1",1,1,1,11,1,1
PROBABLY,89309,89309,Digital Anvil,Q835847,Digital Anvil,"total_score:1, name_match_subscore:1, common_media_subscore:1",1,1,1,1,1,1
PROBABLY,112783,112783,House Productions,Q115311765,House Production,"total_score:1, name_match_subscore:1, common_media_subscore:1",1,1,1,12,1,1
PROBABLY,88934,88934,Monkeypaw Productions,Q30638085,Monkeypaw Productions,"total_score:1, name_match_subscore:1, common_media_subscore:1",1,1,1,22,2,2
PROBABLY,48593,48593,Marlene Film Production,Q108286053,Marlene Film Production,"total_score:1, name_match_subscore:1, common_media_subscore:1",1,1,1,4,3,3
PROBABLY,53,53,Les Films du Carrosse,Q3232649,Les Films du Carrosse,"total_score:1, name_match_subscore:1, common_media_subscore:1",1,1,1,33,11,11
PROBABLY,88931,88931,Cinemand,Q115098369,Cinemand,"total_score:1, name_match_subscore:1, common_media_subscore:1",1,1,1,9,4,4
PROBABLY,163283,163283,The American Lifeograph Company,Q18463734,The American Lifeograph Company,"total_score:1, name_match_subscore:1, common_media_subscore:1",1,1,1,3,1,1
PROBABLY,8521,8521,Enrique Cerezo,Q2457791,Enrique Cerezo,"total_score:1, name_match_subscore:1, common_media_subscore:1",1,1,1,34,2,2
PROBABLY,49096,49096,Yong Film,Q50858977,Yong Film,"total_score:1, name_match_subscore:1, common_media_subscore:1",1,1,1,26,1,1
PROBABLY,66349,66349,High Treason Pictures,Q5757331,High Treason Pictures,"total_score:1, name_match_subscore:1, common_media_subscore:1",1,1,1,1,1,1
PROBABLY,8761,8761,Copenhagen Bombay,Q12306672,Copenhagen Bombay,"total_score:1, name_match_subscore:1, common_media_subscore:1",1,1,1,12,2,2
PROBABLY,163467,163467,Audiovision,Q758902,Audiovision,"total_score:1, name_match_subscore:1, common_media_subscore:1",1,1,1,1,2,1
PROBABLY,8487,8487,Sanrio,Q1136885,Sanrio,"total_score:1, name_match_subscore:1, common_media_subscore:1",1,1,1,31,5,5
PROBABLY,77,77,Milestone Productions,Q78991283,Milestone Production,"total_score:1, name_match_subscore:1, common_media_subscore:1",1,1,1,5,1,1
PROBABLY,163480,163480,Austral Photoplay Company,Q4823385,Austral Photoplay Company,"total_score:1, name_match_subscore:1, common_media_subscore:1",1,1,1,1,1,1
PROBABLY,8764,8764,Redwave Films,Q91329074,Redwave Films,"total_score:1, name_match_subscore:1, common_media_subscore:1",1,1,1,9,1,1
PROBABLY,8478,8478,Terrafilm,Q10693427,Terrafilm,"total_score:1, name_match_subscore:1, common_media_subscore:1",1,1,1,45,1,1
PROBABLY,29118,29118,Lovćen Film,Q16083589,Lovćen film,"total_score:1, name_match_subscore:1, common_media_subscore:1",1,1,1,22,1,1
PROBABLY,128360,128360,Limelight,Q2026288,Limelight,"total_score:1, name_match_subscore:1, common_media_subscore:1",1,1,1,9,1,1
PROBABLY,128397,128397,Goldmoon Film,Q116442731,Goldmoon Film,"total_score:1, name_match_subscore:1, common_media_subscore:1",1,1,1,6,3,3
PROBABLY,89,89,Augustus Film,Q108183168,Augustus Film,"total_score:1, name_match_subscore:1, common_media_subscore:1",1,1,1,5,1,1
PROBABLY,88695,88695,Kartuli Pilmi,Q36824,Kartuli Pilmi,"total_score:1, name_match_subscore:1, common_media_subscore:1",1,1,1,2,87,2
PROBABLY,162382,162382,Enchanted Kingdom,Q5375375,Enchanted Kingdom,"total_score:1, name_match_subscore:1, common_media_subscore:1",1,1,1,1,1,1
PROBABLY,8816,8816,Northern Lights Entertainment,Q17345595,Northern Lights Entertainment,"total_score:1, name_match_subscore:1, common_media_subscore:1",1,1,1,11,2,2
PROBABLY,24647,24647,Moskus Film,Q11990065,Moskus film,"total_score:1, name_match_subscore:1, common_media_subscore:1",1,1,1,2,1,1
PROBABLY,112910,112910,Ideosource Entertainment,Q110104016,Ideosource Entertainment,"total_score:1, name_match_subscore:1, common_media_subscore:1",1,1,1,11,3,3
PROBABLY,8820,8820,Prospect Pictures,Q7250809,Prospect Pictures,"total_score:1, name_match_subscore:1, common_media_subscore:1",1,1,1,6,1,1
PROBABLY,112752,112752,about Film,Q103819812,About Film,"total_score:1, name_match_subscore:1, common_media_subscore:1",1,1,1,6,5,5
PROBABLY,49255,49255,Televizija Sarajevo,Q1264467,Televizija Sarajevo,"total_score:1, name_match_subscore:1, common_media_subscore:1",1,1,1,28,1,1
PROBABLY,20276,20276,Tellux Film,Q1257223,Tellux film,"total_score:1, name_match_subscore:1, common_media_subscore:1",1,1,1,21,1,1
PROBABLY,8852,8852,Virgin Produced,Q7933978,Virgin Produced,"total_score:1, name_match_subscore:1, common_media_subscore:1",1,1,1,5,6,5
PROBABLY,89588,89588,Ars Media,Q108257254,Ars Media,"total_score:1, name_match_subscore:1, common_media_subscore:1",1,1,1,3,1,1
PROBABLY,119174,119174,Studio N,Q96406620,Studio N,"total_score:1, name_match_subscore:1, common_media_subscore:1",1,1,1,23,8,8
PROBABLY,89589,89589,Cameofilm,Q108257205,Cameofilm,"total_score:1, name_match_subscore:1, common_media_subscore:1",1,1,1,2,1,1
PROBABLY,24678,24678,CC&C – Clarke Costelle et Cie,Q20724376,CC&C – Clarke Costelle et Cie,"total_score:1, name_match_subscore:1, common_media_subscore:1",1,1,1,33,2,2
PROBABLY,8875,8875,Pretty Pictures,Q99972546,Pretty Pictures,"total_score:1, name_match_subscore:1, common_media_subscore:1",1,1,1,9,1,1
PROBABLY,19929,19929,EMC Produktion,Q80177057,EMC Produktion,"total_score:1, name_match_subscore:1, common_media_subscore:1",1,1,1,2,1,1
PROBABLY,118854,118854,Rideback,Q96419248,Rideback,"total_score:1, name_match_subscore:1, common_media_subscore:1",1,1,1,26,5,5
PROBABLY,8363,8363,Euston Films,Q5414361,Euston Films,"total_score:1, name_match_subscore:1, common_media_subscore:1",1,1,1,27,5,5
PROBABLY,163688,163688,Zolit Film,Q108730384,Zolit Film,"total_score:1, name_match_subscore:1, common_media_subscore:1",1,1,1,1,1,1
PROBABLY,162100,162100,Tsuchida Production,Q3541629,Tsuchida Production,"total_score:1, name_match_subscore:1, common_media_subscore:1",1,1,1,4,1,1
PROBABLY,8355,8355,APT Entertainment,Q4653431,APT Entertainment,"total_score:1, name_match_subscore:1, common_media_subscore:1",1,1,1,41,4,4
